ID;YEAR;MONTH;DAY;HOUR;MINUTE;SECOND;EVENT_VALIDITY;PRIMARY_MAGNITUDE;Lat(y);Long(x);REGION_CODE;MAXIMUM_WATER_HEIGHT;ABE;IIDA;SOLOVIEV
1992;1967;12;4;;;;1;;-63;-60.5;89;1;;;0
858;1856;3;;;;;3;;-44;172;81;1;;;0.5
1506;1922;12;25;3;3;1;3;6.3;-43;173;81;0.4;;;0
1654;1932;9;15;1;5;5;2;6.8;-39;177.5;81;;;;0
1485;1920;8;20;1;1;3;3;7;-38;-73.5;89;1.4;;0;1
440;1751;5;25;5;3;;4;8.5;-37;-73;89;3.5;;1;3.5
1023;1871;3;25;;;;2;7.5;-35;-72.5;89;1;;;0.5
1609;1928;12;1;4;6;1;3;7.6;-35;-72;89;1.5;;0;0.5
604;1811;11;19;1;1;;2;;-33;-71.4;89;4;;2;2
641;1822;11;20;2;3;;4;8.5;-33;-72;89;3.6;;1;2
847;1855;8;11;9;1;;1;;-33;-71.7;89;;;;0
1082;1877;9;2;;;;1;;-33;-71.6;89;;;;0.5
1092;1878;1;28;;;;1;;-33;-71.6;89;;;;1.5
1113;1878;11;23;;;;2;;-33;-71.6;89;;;;0.5
1114;1879;8;8;;;;2;;-33;-71.6;89;;;;1.5
1339;1906;8;17;0;4;;3;8.2;-33;-72;89;3.5;;1;2
875;1858;4;24;1;1;;2;6.5;-30;-71.4;89;;;1;1
1004;1869;8;9;;;;3;;-30;-71.4;89;3;;;1.5
1849;1955;4;19;2;2;5;4;7.1;-30;-72;89;1;;;1
1450;1917;11;16;3;1;2;2;7.5;-29;-177.5;81;2.5;;1;1
1573;1926;12;9;;;;2;6;-28;-71;89;;;0;0.5
626;1819;4;12;3;0;;4;8.5;-27;-71.5;89;4;;2;2
1461;1918;12;4;1;4;4;4;7.8;-26;-71;89;5;;2;2.5
1083;1877;10;9;;;;1;;-24;-71;89;;;;0.5
5408;1869;8;21;1;4;;1;6.8;-21;-70;89;;;;0
1784;1948;9;8;1;9;0;4;7.8;-21;-174;81;2;;1;1.5
1062;1875;3;28;;;;3;8;-20;168.5;82;4;;2;2.5
929;1863;8;17;;;;2;7.5;-19;168.5;82;;;;1
1086;1878;1;10;;;;3;7.5;-19;168.5;82;12;;3;3
1096;1878;2;11;;;;3;8;-19;168.5;82;;;1;1.5
991;1868;10;2;;;;2;;-17;-72.5;89;;;;0.5
1122;1881;7;12;;;;2;;-16;179;81;0.46;;1;1
1751;1942;8;24;2;5;2;4;8.2;-15;-76;89;2;;1;1
1025;1871;8;21;;;;2;7;-13;-77;89;;;1;1
1596;1928;4;9;1;3;1;1;6.9;-13;-69.6;89;;;;1
581;1799;;;;;;2;;-12;-77;89;;;;1
935;1865;1;8;;;;3;;-12;-77.1;89;2;;1;1.5
1091;1878;1;27;;;;3;;-12;-77;89;;;;1.5
1411;1914;1;12;;;;2;;-12;-76.6;89;1;;;1.5
1490;1921;9;11;4;1;3;4;7.5;-11;111;60;0.1;;-;-2
325;1678;6;18;1;4;;3;8.4;-9;-79;89;;;2;2.5
845;1855;4;14;;;;3;;-9;121;60;;;;1
892;1859;10;20;;;;2;;-9;111;60;;;;1
1190;1891;10;5;;;;3;7;-9;124;60;;;;0.5
1468;1919;2;13;;;;2;;-9;124.85;60;;;;1.5
615;1815;11;22;;;;3;7;-8;115;60;;;1;1.5
715;1840;1;4;;;;2;7;-8;110.5;60;;;;0
870;1857;5;13;;;;4;7;-8;115.5;60;3.4;;1;2
1549;1925;1;8;;;;1;;-8;115;83;1;;;0
622;1818;11;8;;;;2;8.5;-7;117;60;3.5;;;2
635;1820;12;29;;;;4;7.5;-7;119;60;25;;4;3.5
1184;1889;11;23;;;;2;6;-7;113.5;60;;;;1
1340;1906;9;14;1;4;1;4;8;-7;149;82;1.5;;0;1.5
465;1757;8;24;;;;2;7.5;-6;107;60;0.5;;;-0.5
479;1763;9;12;;;;3;;-6;130;83;9;;;2.5
500;1770;;;;;;3;7;-5;102;60;;;;0.5
724;1841;11;26;;;;3;;-5;130;83;3;;1;1.5
780;1851;5;4;;;;3;;-5;105;60;1.5;;3;1.5
804;1852;12;24;;;;1;7;-5;130.5;83;;;;2
5562;1899;10;19;9;1;;2;;-5;148;82;;;;1.5
1274;1900;9;17;2;4;;3;;-5;148;82;3;;;1.5
383;1711;9;5;;;;4;7;-4;129;83;1.2;;1;1.5
621;1818;3;18;;;;3;7;-4;101.5;60;;;;1.5
725;1841;12;16;;;;3;6;-4;127.5;83;1.5;;1;1.5
1187;1891;6;20;;;;3;;-4;129;83;;;;0
1275;1900;10;7;2;4;;3;6.9;-4;140;83;;;1;1.5
1344;1906;10;2;1;5;;3;7.2;-4;149;82;1.2;;;1.5
1887;1959;2;7;9;3;5;1;7.4;-4;-81.5;89;0.4;;;-2
283;1657;12;;;;;2;;-3;128;83;;;;1
1064;1876;5;28;;;;3;6.8;-3;127.25;83;0.3;;;-1
1199;1892;11;18;;;;3;7;-3;127.75;83;;;;-1
1255;1899;1;15;;;;3;;-3;152;82;;;;1.5
1266;1899;9;29;1;3;;4;7.8;-3;128.5;83;12;;3;3
1294;1903;3;30;;;;2;6.5;-3;127.5;83;1;;-;0
1448;1917;7;29;2;5;6;2;7.7;-3;143.5;82;0.9;;;1
1705;1938;2;13;;;;2;6;-3;132.3;83;0.5;;;-0.5
580;1799;;;;;;-1;;-2;101;60;15;;;1
1367;1908;2;6;;;;3;7.5;-2;100;60;1.4;;0;1
1376;1909;6;3;1;4;4;2;7.6;-2;101;60;;;0;1
1665;1933;10;2;1;2;2;3;6.9;-2;-81;89;;;0;1.5
1873;1957;10;26;1;1;5;2;6;-2;116;83;;;;0
904;1861;2;16;;;;4;8.5;-1;97.5;60;7;;;3
934;1864;5;23;;;;3;7.8;-1;135;83;3;;3;1.5
1430;1915;11;6;;;;2;6;-1;136;83;;;;0
1500;1922;4;10;;;;1;;-1;100.35;60;;;;0
1154;1885;7;29;;;;2;6.8;0;99.5;60;;;;0
879;1858;12;13;;;;2;7.3;1;126;83;;;;1.5
880;1859;6;28;;;;4;7;1;126.5;83;10;;3;3
909;1861;4;26;;;;4;7;1;97.5;60;;;;1.5
913;1861;6;17;;;;3;6.8;1;97.5;60;;;;0.5
1181;1889;9;6;1;;;4;8;1;126.25;83;4;;1;2.5
1331;1906;1;31;1;3;5;4;8.8;1;-81.5;89;5;;1;3
1332;1906;2;7;;;;4;;1;-81;89;0.25;;;0.5
749;1846;1;25;0;0;;4;7.3;2;126.5;83;1.2;;;0.5
1349;1907;1;4;5;1;1;4;7.6;2;94.5;60;;;1;2
1351;1907;3;29;2;4;3;1;7.3;3;122;83;4;;2;2
1390;1910;12;18;2;4;;2;6.7;4;127;83;;;-;-1
616;1816;5;1;;;;2;;5;96.5;60;;;;0
5455;1897;9;20;1;6;;1;8.6;6;122;84;2;;;1
1244;1897;9;21;5;1;;4;8.7;6;122;84;7;;2;2.5
1783;1948;6;1;1;5;1;3;6.3;6;95;60;;;-;0
1403;1912;10;31;1;2;;1;6.9;7;138;81;;;;0
1611;1928;12;19;1;3;1;3;7.3;7;124;84;;;;1
1491;1921;11;11;1;3;8;3;7.5;8;127;84;;;0;1
1671;1934;7;18;1;3;2;3;7.7;8;-82.5;88;;;1;1.5
1391;1910;12;30;;;;1;6.2;9;125.5;84;;;;1
1499;1922;3;1;9;1;2;2;6;9;123.25;84;;;;0.5
1132;1882;9;7;7;5;;4;7.9;10;-79;74;3;;;1
1562;1925;12;22;;;;1;;10;138;81;;;;1.5
1328;1905;12;8;8;2;;1;6.5;11;123.5;84;;;-;0
1808;1950;10;5;1;9;3;4;7.7;11;-85;88;0.1;;-;-2
5456;1897;10;18;2;4;;3;8.1;12;126;84;;;;1.5
318;1675;3;;;;;2;;13;121;84;;;;1
1559;1925;11;13;1;1;4;2;7.3;13;125;84;;;;0.5
763;1849;1;25;5;1;;3;7.5;14;143.3;81;6.1;;1;2
790;1852;9;16;1;3;;2;7.5;14;120.5;84;;;;1.5
1195;1892;5;16;1;1;;4;7.5;14;143.3;81;;;;0.5
1284;1901;9;10;0;3;;2;7;14;121.6;84;;;;0
2772;1903;2;10;2;2;;1;;14;143.3;81;0.15;;;2
1428;1915;9;7;1;2;4;1;7.9;14;-89;88;;;;0.5
1037;1872;1;26;;;;3;6;16;119;84;;;;1.5
1117;1880;7;18;4;4;;4;7.5;16;121.85;84;;;;0
1538;1924;5;6;1;9;2;4;6.5;16;118;84;;;1;1.5
422;1744;;;;;;2;;17;121;84;;;;1
742;1845;4;7;;;;3;8;17;-100.6;88;;;;1.5
803;1852;12;4;;;;2;7;17;-100;88;;;;0
1797;1949;9;5;2;5;1;0;6.4;17;121.5;84;0.1;;;-4
1802;1949;12;29;3;3;5;1;7.2;17;121.63;84;;;1;1.5
1431;1915;11;18;2;1;1;3;6.4;18;119.5;84;;;;0.5
971;1868;4;3;2;2;;4;7.9;19;-155.5;80;13.7;;4;3.5
1371;1908;9;21;6;3;;4;6.8;19;-155;80;1.2;;-;0
1652;1932;6;22;1;5;2;4;7;19;-104.5;88;10;;3;1.5
1003;1869;7;24;;;;3;;20;-155;80;8.2;;3;3
1785;1948;12;3;0;2;4;2;6.9;22;-106;88;5;;1;1.5
91;1076;10;31;;;;1;;23;117;84;;;;1
254;1640;9;16;;;;4;;23;117;84;;;1;2
288;1661;1;8;;;;2;6;23;120.1;84;;;;1.5
503;1771;4;24;;;;4;7.4;24;124.3;85;85.4;;6;3
295;1667;;;;;;4;6.7;25;125.5;85;;;1;1
1279;1901;6;24;;;;4;7.5;28;130.3;85;0.25;;-;-1.5
1396;1911;6;15;1;2;;4;8;28;130;85;;;1;1.5
1168;1887;5;3;;;;1;8;31;-109;88;;;;1
59;746;1;18;;;;2;4.9;32;35.5;50;;;;3
173;1546;1;14;;;;3;6.5;32;35.5;50;;;;3
1747;1941;11;18;1;4;;4;7.4;32;132.1;85;1.2;;0;0
77;887;8;26;;;;4;8.6;33;135.3;85;;;3;3
84;1033;12;5;;;;4;;33;35;50;;;;4
124;1361;8;3;;;;4;8.4;33;135;85;;;4;3
216;1605;2;3;;;;4;7.9;33;134.9;85;10;;3;3
304;1670;8;19;;;;4;6.8;33;122.5;84;;;1;1.5
466;1759;10;30;;;;2;;33;35.5;50;8;;1;4
702;1837;1;1;1;;;3;;33;35.5;50;;;;4
1224;1895;5;25;;;;1;;33;130;85;;;;0.5
1770;1946;12;20;1;1;5;4;8.1;33;135.6;85;6.6;;2;2.5
96;1096;12;17;;;;4;8.4;34;137.5;85;7;;2;2
111;1303;8;8;;;;3;8;34;26;50;;;;4
146;1498;9;20;;;;4;8.3;34;138.1;85;10;;3;4
379;1708;2;13;;;;4;7;34;137;85;;;1;1
835;1854;12;23;0;0;;4;8.3;34;137.9;85;21;;4;3
1756;1944;12;7;4;3;;4;8.1;34;137.1;85;10;;2;2.5
1841;1953;11;25;1;4;;4;7.4;34;141.7;85;3;;1;1.5
38;365;7;21;;;;4;8;35;23;50;;;;4
149;1508;5;29;;;;2;7.1;35;25.5;50;;;;3
191;1586;1;18;;;;4;8.2;35;136.8;85;;;2;1
294;1666;5;31;;;;3;6.4;35;136.8;85;;;1;1
322;1677;11;4;;;;4;7.4;35;141.5;85;8;;3;3
1069;1877;4;16;;;;1;;35;-120;88;1.8;;1;2
1568;1926;7;;;;;1;;35;128;84;;;;1.5
137;1481;5;3;;;;2;7.1;36;28;50;3;;;3
3789;1629;3;9;9;;;3;7;36;25;50;;;;3
3274;1822;8;13;2;;;2;7.1;36;36;50;;;;3
951;1866;2;6;;;;3;6;36;23;50;8.6;;;4
1910;1961;1;16;7;2;0;4;6.8;36;142.3;85;0.4;;-;-2
1911;1961;1;16;1;1;0;4;6.4;36;141.9;85;0.4;;-;-2
174;1556;10;21;;;;1;;37;126;84;;;;0.5
1200;1892;12;9;;;;4;6.5;37;136.8;85;;;;0
1719;1938;11;6;2;3;4;4;7.1;37;141.7;85;1.25;;0;-0.5
1725;1938;11;13;2;3;;4;6;37;141.5;85;0.75;;-;-1.5
1728;1938;11;30;2;2;0;4;7;37;142.2;85;0.2;;-;-3
1775;1947;10;6;1;5;3;3;6.9;37;22;50;1;;;2
3097;177;;;;;;2;;38;15;50;;;;6
3429;963;7;22;;;;3;;38;15;50;;;;5
130;1407;8;23;;;;1;;38;125.7;84;;;;0
301;1668;7;31;;;;2;6.4;38;126;84;;;1;1.5
1241;1897;8;5;0;1;0;4;7.7;38;143.7;85;3.6;;1;1
1597;1928;4;22;2;1;4;3;6;38;23;50;0.6;;1;3
3402;1928;4;24;1;1;4;2;5;38;23.5;50;;;;3
69;850;11;27;;;;4;7;39;139.9;85;;;2;1
105;1257;10;9;;;;4;7.5;39;144;85;;;2;2
226;1611;12;2;;;;4;8.1;39;144.5;85;25;;3;4
233;1616;12;6;;;;2;7.5;39;144.5;85;;;1;1
3294;1832;3;8;1;1;;2;;39;17;50;;;;3
3411;1905;9;8;1;4;;4;7.9;39;16;50;1.3;;;4
186;1580;1;;;;;1;;40;128;84;;;;1
321;1677;4;13;;;;4;8.1;40;144;85;6;;2;2
3381;1859;8;21;1;5;;3;6.8;40;26;50;;;;3
1149;1884;11;12;;;;1;;40;-122;88;0.1;;;-3
1602;1928;5;27;9;5;0;4;7;40;143.2;85;0.45;;-;-2
2315;407;4;1;;;;1;6.6;41;29;50;;;;4
3478;1231;3;11;;;;2;6.9;41;28.6;50;;;;3
116;1341;10;31;;;;3;7;41;139.5;85;;;2;2.5
3480;1343;10;18;1;;;3;7;41;28.1;50;;;;4
3481;1343;10;20;1;;;2;;41;28.1;50;;;;4
476;1763;3;11;;;;4;7.8;41;142.5;85;;;1;1
732;1843;4;25;;;;4;8.4;42;146;85;4.5;;2;2.5
2913;1978;6;21;;;;2;;42;16;50;0.6;;;4
3165;1750;12;17;;;;2;;46;12.25;50;;;;3
810;1853;11;;;;;1;;47;152;86;;;2;2
1591;1928;2;9;;;;2;5.8;49;-125;88;;;;0
820;1854;6;27;;;;-1;7;51;158;86;;;;2
1616;1929;5;26;2;3;5;3;7;51;-131;88;1.5;;0;0
723;1841;5;17;2;3;;4;8.4;52;158;86;15;;3;3
1312;1904;6;25;1;4;3;4;8.3;52;159;86;;;1;2
663;1827;8;9;;;;3;;53;158.5;86;;;;1.5
570;1792;8;22;1;;;1;8.4;54;162;86;;;;2
1109;1878;8;29;;;;1;;54;-167;87;;;1;1.5
551;1788;8;6;;;;4;8;55;-161;87;88;;3;4
975;1868;5;15;;;;2;;55;-161;87;6.1;;;2.5
1701;1937;9;21;2;2;0;3;5.7;56;162.5;86;;;;1
549;1788;7;21;;;;4;8;57;-153;87;30;;3;4
560;1792;;;;;;1;;57;-152;87;;;;1
818;1854;1;27;1;1;;3;;57;-152;87;2.4;;;0.5
1120;1880;10;26;2;2;;3;6.3;57;-136;87;1.8;;5;0
1700;1937;9;21;;;;-1;5.8;58;-165;87;;;;1
1258;1899;9;4;0;2;;4;8.2;60;-142;87;3.1;;;0
1260;1899;9;10;2;4;;4;8.2;60;-140;87;60.96;;5;3
1323;1905;7;4;;;;4;;60;-139.58;87;33.53;;5;2.5
1550;1925;2;23;2;5;3;3;6;60;-146;87;1.4;;0;1
576;1797;2;10;;;;4;8;0.001;99;60;;;;3
882;1859;7;29;;;;4;7.3;0.009;125.5;83;1;;1;1.5
907;1861;3;9;;;;4;7;0.009;98;60;;;;2
2007;1968;8;14;2;1;1;4;7.8;0.2;119.8;83;10;;3;2.5
1437;1917;1;;;;;1;;-0.25;104.5;83;;;;1.5
1027;1871;8;25;;;;1;;0.5;123;83;;;;0
1186;1891;6;10;;;;3;;-0.5;127.5;83;;;;0.5
1489;1921;5;14;1;1;4;2;6.2;0.7;117.9;83;1;;;0.5
1587;1927;12;1;4;3;2;3;6.3;-0.7;119.7;83;15;;3;3
2259;1996;1;1;8;5;1;4;7.9;0.729;119.931;83;3.43;;2;1.8
222;1608;7;1;;;;3;;0.8;127.325;83;;;;1.5
504;1771;11;9;;;;1;;0.8;127.325;83;;;;0.5
718;1840;2;14;;;;2;;0.8;127.325;83;;;;0.5
827;1854;9;27;;;;3;;0.8;127.4;83;;;;0.5
1480;1920;1;29;;;;1;;0.87;122.92;83;2;;1;1
2260;1996;2;17;5;5;3;4;8.2;-0.891;136.952;83;7.7;;2;1.8
895;1859;12;17;;;;2;;0.9;124.9;83;;;;0
2224;1994;1;21;2;2;2;4;7;1.015;127.733;83;2;;1;1.5
2094;1977;8;28;2;1;5;2;5.5;-1.081;146.23;82;0.6;;-;-0.5
1155;1885;8;3;;;;3;;1.1;124.3;83;;;;0
1629;1930;9;11;;;;1;;1.2;124.57;83;;;;0
902;1860;10;6;;;;3;;-1.25;128.5;83;;;;0
2231;1994;10;8;2;4;7;4;6.8;-1.258;127.98;83;3;;1;1.5
901;1860;8;;;;;1;;1.3;121;83;;;;0
1632;1930;12;23;2;3;3;4;6.5;-1.3;144.3;82;12;;3;1.5
872;1857;11;17;;;;3;;1.35;125.2;83;;;;1.5
873;1857;11;18;;;;2;;1.35;125.2;83;;;;0
896;1859;12;25;;;;3;;1.37;125.1;83;;;;1
312;1673;8;12;;;;3;;1.375;127.52;83;;;1;1
2006;1968;8;10;2;7;4;4;7.6;1.4;126.2;83;0.4;;-;1
728;1843;1;5;;;;4;7.3;1.5;98;60;;;;2
741;1845;2;8;7;3;;3;7;1.5;124.85;83;;;;0
794;1852;11;11;0;0;;1;6.8;1.5;98;60;;;;0
1309;1904;2;2;;;;2;;1.5;120.8;83;;;;0.5
1877;1958;1;19;1;7;2;4;7.6;1.5;-79.5;89;;;;2
914;1861;9;25;;;;3;6.5;-1.5;100;60;;;;1.5
1438;1917;1;9;;;;1;;1.57;122.72;83;;;;2
2122;1979;12;12;7;5;3;4;7.7;1.598;-79.358;89;6;;2;2.5
2400;2002;10;10;1;5;2;1;7.6;-1.757;134.297;83;5;;2;2.82
5459;1900;1;10;;;;1;;1.82;127.85;83;;;;0
1416;1914;5;26;1;2;4;4;8.1;-1.829;136.943;83;0.1;;1;2
1498;1922;2;27;2;3;5;2;6.3;10.2;124.1;84;0.7;;-;0
611;1814;;;;;;2;;-10.217;123.633;60;;;1;0
1983;1966;11;28;;;;1;;-10.28;166.23;82;;;;-0.5
1822;1952;5;13;1;3;0;2;6.9;10.3;-85.3;88;0.1;;-;-3
1981;1966;6;15;0;5;4;3;7.1;-10.343;160.883;82;0.2;;0;1
2227;1994;6;2;1;1;3;4;7.8;-10.477;112.835;60;13.9;;3;2.5
1777;1948;1;24;1;4;4;3;8.3;10.5;122;84;;;1;1.5
1739;1940;5;24;1;3;5;2;8.2;-10.5;-77;89;2;;1;1.5
1990;1967;9;3;;;;2;7;-10.6;-79.8;89;2;;1;-1.5
1982;1966;10;17;2;4;5;4;8.1;-10.748;-78.638;89;3;;-;1.5
1645;1931;10;3;1;1;2;4;7.8;-10.932;161.016;82;9;;3;2.5
2092;1977;8;19;6;8;5;4;8;-11.085;118.464;60;15;;3;3
2213;1992;9;2;0;1;2;4;7.7;11.727;-87.386;88;9.9;;3;2.8
2425;1966;12;31;1;2;1;4;7.8;-11.893;166.445;82;2;;;1
424;1746;10;29;3;3;;4;8;-11.996;-77.198;89;24;;4;3.5
2242;1995;4;21;5;1;1;4;6.8;12.047;125.92;84;0.2;;-;-2
2241;1995;4;21;0;3;4;4;7.2;12.059;125.58;84;0.2;;-;-2
1077;1877;5;14;;;;2;;-12.07;-77.15;89;;;;1
944;1865;11;28;;;;1;;-12.08;-77;89;;;;1
596;1806;12;1;2;;;3;7.5;-12.1;-77.1;89;1;;;0.5
751;1847;5;23;;;;2;;-12.1;-77.1;89;2;;1;1.5
900;1860;4;23;;;;3;;-12.1;-77.1;89;;;;0
999;1869;4;22;;;;1;;-12.1;-77.1;89;;;;1
1556;1925;5;25;3;4;6;2;6.3;12.2;122.1;84;;;-;0.5
2068;1974;10;3;1;2;2;4;8.1;-12.27;-77.79;89;0.92;;0;1
194;1586;7;10;0;3;;4;8.5;-12.3;-77.7;89;26;;4;3.5
722;1840;1;28;8;;;1;;-12.3;-77.3;89;;;;0
3033;1966;12;31;2;1;1;4;7.2;-12.334;166.684;82;0.8;;;0
1603;1928;6;15;6;1;3;3;7;12.4;120.9;84;;;;0.5
1006;1869;8;16;7;0;;2;7;12.5;123.5;84;;;;0
2079;1975;10;31;8;2;2;4;7.6;12.54;125.993;84;3;;-;-1.5
2273;1997;4;21;1;2;2;4;7.7;-12.584;166.676;82;3;;-;-2
1666;1933;12;25;;;;1;;12.77;124.05;84;;;0;1
719;1840;3;22;;;;1;6.5;12.9;123.9;84;;;1;1
278;1653;7;;;;;1;;13.1;121.6;84;;;;1
942;1865;10;19;;;;2;6;13.25;123.5;84;;;;0
884;1859;8;25;;;;2;6.2;13.33;-87.81;88;;;1;1.5
1178;1889;5;25;1;2;;3;6.8;13.5;121;84;0.1;;;-3
1287;1902;2;26;;;;3;7;13.5;-89.5;88;5;;2;2
1735;1939;5;6;1;0;7;1;6.5;13.5;121.25;84;;;;0.5
337;1687;10;20;1;3;;4;8.5;-13.5;-76.5;89;;;3;3.5
2234;1994;11;14;1;1;3;4;7.1;13.525;121.067;84;7.3;;2;2.1
1326;1905;8;4;;;;2;;-13.612;-172.525;81;;;;0.5
1016;1871;2;5;;;;2;;-13.65;-76.4;89;;;;1
894;1859;12;9;2;0;;3;7;13.7;-89.8;88;;;1;1.5
647;1824;10;26;;;;1;;14.25;121.25;84;;;;1
1812;1950;12;10;2;5;4;2;7;-14.25;-77.75;89;0.7;;-;0
1810;1950;10;23;1;1;2;4;7.5;14.31;-91.917;88;0.2;;-;-1
323;1677;12;7;1;3;;2;;14.5;120.5;84;;;1;1
920;1862;3;4;9;3;;1;6;14.5;121;84;;;;0.5
928;1863;6;3;1;2;;2;6.5;14.5;121;84;;;1;1
1699;1937;8;20;1;5;1;3;7.5;14.5;121.5;84;;;0;1
668;1828;11;9;1;3;;1;7.5;14.55;120.9;84;;;;0.5
676;1830;9;16;;;;0;;14.55;120.9;84;;;;1
502;1770;12;;;;;1;;14.6;120.98;84;;;;0
2131;1981;9;1;9;2;3;4;7.7;-14.96;-173.085;81;1;;-;-2
2269;1996;11;12;1;5;4;4;7.7;-14.993;-75.675;89;0.4;;-;-1
2240;1995;4;7;2;6;5;4;7.4;-15.199;-173.529;81;0.09;;-;-1.5
1198;1892;8;;;;;2;;-15.25;166.83;82;;;;1.5
545;1787;4;3;1;3;;2;7.3;15.5;-97;88;4;;2;1
263;1647;5;7;;;;2;;-15.5;-75;89;;;1;2
1446;1917;6;26;5;4;4;4;8.3;-15.5;-173;81;12.2;;3;3
2010;1968;9;25;;;;1;7;15.6;-92.6;88;2;;;1
1896;1960;1;13;1;4;3;1;7.8;-15.75;-72.75;89;5.7;;2;3
2020;1970;4;7;5;3;5;3;7.3;15.78;121.71;84;;;1;1
407;1735;12;27;;;;2;;15.8;121.7;84;;;;1.5
1973;1965;8;11;2;3;4;4;7;-15.8;167.2;82;7;;2;2.5
1974;1965;8;13;1;4;3;2;7.3;-15.9;166.8;82;2;;1;1
2262;1996;2;25;3;8;1;4;7.1;15.978;-98.07;88;0.1;;-;-3
1605;1928;6;17;3;1;3;4;7.7;16.028;-97.036;88;0.2;;3;1
1034;1872;1;10;;;;1;6.5;-16.4;-71.5;89;;;;0
544;1787;3;28;1;3;;4;8.3;16.5;-98.5;88;4;;2;2.5
1870;1957;7;28;8;4;1;4;7.9;16.5;-99.1;88;1.3;;1;0.5
397;1725;3;27;;;;2;;-16.6;-72.7;89;2;;1;1.5
2088;1977;4;2;7;1;2;4;7.6;-16.696;-172.095;81;0.08;;-;-2
2251;1995;9;14;1;4;3;3;7.4;16.779;-98.597;88;0.4;;-;-1
404;1732;2;25;;;;3;;16.8;-99.9;88;3;;1;1.5
452;1754;9;1;7;0;;3;;16.8;-99.2;88;4;;2;2
680;1833;3;10;;;;3;;16.8;-99.9;88;;;1;0.5
685;1834;3;14;;;;1;7;16.8;-99.9;88;;;1;0
1882;1958;10;7;1;0;;1;;-16.829;168.536;82;;;;0
5494;1837;8;9;;;;2;6.5;16.86;-99.88;88;;;;0
633;1820;5;4;;;;4;7.6;17.2;-99.6;88;4;;1;1.5
1931;1962;5;11;1;1;5;4;7;17.2;-99.6;88;0.81;;-;0
5488;1513;;;;;;2;8.7;-17.2;-72.3;89;;;;3
198;1590;;;;;;2;7.7;-17.2;-72.9;89;;;;1.5
1669;1934;2;14;3;5;3;4;7.9;17.5;119;84;;;;0.5
2397;2002;1;2;1;2;4;4;7.2;-17.6;167.856;82;3;;-;-4.14
1206;1893;7;31;;;;1;6;-17.75;168.3;82;;;;0
1207;1893;8;27;;;;2;;-17.75;168.3;82;;;;0
212;1604;11;24;1;3;;4;8.5;-17.88;-70.94;89;5;;4;3.5
759;1848;7;12;;;;2;;-17.9;-149.9;81;;;;0.5
1106;1878;6;30;;;;2;;-18.3;-70.5;89;;;;0
1840;1953;9;14;0;2;3;4;6.4;-18.3;178.2;81;15;;1;1
1472;1919;4;30;7;1;1;4;8.1;-18.352;-172.515;81;2.5;;1;1.5
238;1627;9;14;;;;3;8;18.4;121.6;84;;;2;3.5
1921;1961;7;23;2;5;1;3;7.3;-18.421;168.411;82;0.9;;;-0.5
1560;1925;11;16;1;5;5;1;7;18.5;-107;88;11;;3;3
230;1615;9;16;;;;2;7.5;-18.5;-70.35;89;4;;2;1.5
1063;1875;5;10;;;;2;7;-18.5;168;82;;;;0.5
373;1705;11;26;;;;1;;-18.6;-70.2;89;8;;3;3
983;1868;8;13;2;3;;4;8.5;-18.6;-71;89;18;;4;3.5
2402;2003;1;22;2;6;3;4;7.5;18.77;-104.104;88;0.61;;;0.5
434;1750;;;;;;1;;18.8;93.633;60;;;;4
2252;1995;10;9;1;3;5;4;8;19.055;-104.205;88;11;;2;2.5
1819;1952;3;17;3;5;0;4;4.5;19.1;-155;80;1;;;0
1478;1919;10;2;;;;4;;19.23;-155.9;80;4.3;;;2
5495;1837;10;18;;;;2;7;19.45;-99.15;88;;;;0
2080;1975;11;29;1;4;4;4;7.7;19.451;-155.033;80;14.3;;3;3
1651;1932;6;18;1;1;1;4;7.9;19.452;-103.632;88;1;;1;0.5
1649;1932;6;3;1;3;5;4;8.1;19.5;-104.25;88;10;;1;2
