Lat(y);Long(x);PGA
-26.750;18.500;0.0198
-26.500;18.500;0.0189
-26.250;18.500;0.0176
-26.000;18.500;0.0172
-25.750;18.500;0.0179
-25.500;18.500;0.0188
-25.250;18.500;0.0200
-25.000;18.500;0.0209
-24.750;18.500;0.0209
-24.500;18.500;0.0197
-24.250;18.500;0.0197
-24.000;18.500;0.0191
-23.750;18.500;0.0195
-23.500;18.500;0.0203
-23.250;18.500;0.0250
-23.000;18.500;0.0581
-22.750;18.500;0.0297
-22.500;18.500;0.0264
-22.250;18.500;0.0202
-22.000;18.500;0.0186
-21.750;18.500;0.0173
-21.500;18.500;0.0155
-21.250;18.500;0.0123
-21.000;18.500;0.0064
-35.000;18.750;0.1059
-34.750;18.750;0.0929
-34.500;18.750;0.1099
-34.250;18.750;0.1156
-34.000;18.750;0.1187
-33.750;18.750;0.1189
-33.500;18.750;0.1189
-33.250;18.750;0.1193
-33.000;18.750;0.1196
-32.750;18.750;0.1146
-32.500;18.750;0.0916
-32.250;18.750;0.0823
-32.000;18.750;0.0492
-31.750;18.750;0.0388
-31.500;18.750;0.0354
-31.250;18.750;0.0347
-31.000;18.750;0.0363
-30.750;18.750;0.0393
-30.500;18.750;0.0430
-30.250;18.750;0.0447
-30.000;18.750;0.0477
-29.750;18.750;0.0496
-29.500;18.750;0.0535
-29.250;18.750;0.0574
-29.000;18.750;0.0598
-28.750;18.750;0.0569
-28.500;18.750;0.0480
-28.250;18.750;0.0402
-28.000;18.750;0.0330
-27.750;18.750;0.0293
-27.500;18.750;0.0261
-27.250;18.750;0.0237
-27.000;18.750;0.0208
-26.750;18.750;0.0203
-26.500;18.750;0.0194
-26.250;18.750;0.0189
-26.000;18.750;0.0196
-25.750;18.750;0.0208
-25.500;18.750;0.0252
-25.250;18.750;0.0266
-25.000;18.750;0.0296
-24.750;18.750;0.0305
-24.500;18.750;0.0273
-24.250;18.750;0.0204
-24.000;18.750;0.0189
-23.750;18.750;0.0189
-23.500;18.750;0.0197
-23.250;18.750;0.0202
-23.000;18.750;0.0215
-22.750;18.750;0.0256
-22.500;18.750;0.0278
-22.250;18.750;0.0778
-22.000;18.750;0.0256
-21.750;18.750;0.0180
-21.500;18.750;0.0155
-21.250;18.750;0.0129
-21.000;18.750;0.0090
-35.000;19.000;0.1063
-34.750;19.000;0.0976
-34.500;19.000;0.1089
-34.250;19.000;0.1173
-34.000;19.000;0.1190
-33.750;19.000;0.1207
-33.500;19.000;0.1232
-33.250;19.000;0.1275
-33.000;19.000;0.1269
-32.750;19.000;0.1173
-32.500;19.000;0.1080
-32.250;19.000;0.0937
-32.000;19.000;0.0705
-31.750;19.000;0.0400
-31.500;19.000;0.0356
-31.250;19.000;0.0352
-31.000;19.000;0.0362
-30.750;19.000;0.0393
-30.500;19.000;0.0421
-30.250;19.000;0.0464
-30.000;19.000;0.0481
-29.750;19.000;0.0508
-29.500;19.000;0.0568
-29.250;19.000;0.0694
-29.000;19.000;0.0749
-28.750;19.000;0.0741
-28.500;19.000;0.0672
-28.250;19.000;0.0546
-28.000;19.000;0.0469
-27.750;19.000;0.0350
-27.500;19.000;0.0296
-27.250;19.000;0.0253
-27.000;19.000;0.0232
-26.750;19.000;0.0209
-26.500;19.000;0.0206
-26.250;19.000;0.0205
-26.000;19.000;0.0233
-25.750;19.000;0.0283
-25.500;19.000;0.0288
-25.250;19.000;0.0291
-25.000;19.000;0.0293
-24.750;19.000;0.0306
-24.500;19.000;0.0331
-24.250;19.000;0.0317
-24.000;19.000;0.0204
-23.750;19.000;0.0197
-23.500;19.000;0.0198
-23.250;19.000;0.0203
-23.000;19.000;0.0223
-22.750;19.000;0.0267
-22.500;19.000;0.0271
-22.250;19.000;0.0866
-22.000;19.000;0.0206
-21.750;19.000;0.0178
-21.500;19.000;0.0161
-21.250;19.000;0.0135
-21.000;19.000;0.0082
-35.000;19.250;0.1046
-34.750;19.250;0.0989
-34.500;19.250;0.1132
-34.250;19.250;0.1184
-34.000;19.250;0.1209
-33.750;19.250;0.1256
-33.500;19.250;0.1290
-33.250;19.250;0.1290
-33.000;19.250;0.1236
-32.750;19.250;0.1156
-32.500;19.250;0.1106
-32.250;19.250;0.1042
-32.000;19.250;0.0612
-31.750;19.250;0.0414
-31.500;19.250;0.0348
-31.250;19.250;0.0350
-31.000;19.250;0.0374
-30.750;19.250;0.0393
-30.500;19.250;0.0439
-30.250;19.250;0.0469
-30.000;19.250;0.0501
-29.750;19.250;0.0564
-29.500;19.250;0.0749
-29.250;19.250;0.0796
-29.000;19.250;0.0804
-28.750;19.250;0.0767
-28.500;19.250;0.0668
-28.250;19.250;0.0603
-28.000;19.250;0.0525
-27.750;19.250;0.0442
-27.500;19.250;0.0305
-27.250;19.250;0.0270
-27.000;19.250;0.0237
-26.750;19.250;0.0220
-26.500;19.250;0.0208
-26.250;19.250;0.0216
-26.000;19.250;0.0279
-25.750;19.250;0.0292
-25.500;19.250;0.0293
-25.250;19.250;0.0293
-25.000;19.250;0.0293
-24.750;19.250;0.0296
-24.500;19.250;0.0327
-24.250;19.250;0.0334
-24.000;19.250;0.0275
-23.750;19.250;0.0197
-23.500;19.250;0.0197
-23.250;19.250;0.0198
-23.000;19.250;0.0200
-22.750;19.250;0.0205
-22.500;19.250;0.0222
-22.250;19.250;0.0224
-22.000;19.250;0.0216
-21.750;19.250;0.0192
-21.500;19.250;0.0109
-21.250;19.250;0.0104
-21.000;19.250;0.0089
-35.000;19.500;0.0587
-34.750;19.500;0.0960
-34.500;19.500;0.1073
-34.250;19.500;0.1182
-34.000;19.500;0.1226
-33.750;19.500;0.1294
-33.500;19.500;0.1298
-33.250;19.500;0.1270
-33.000;19.500;0.1212
-32.750;19.500;0.1154
-32.500;19.500;0.1133
-32.250;19.500;0.1062
-32.000;19.500;0.0966
-31.750;19.500;0.0508
-31.500;19.500;0.0379
-31.250;19.500;0.0346
-31.000;19.500;0.0359
-30.750;19.500;0.0391
-30.500;19.500;0.0414
-30.250;19.500;0.0472
-30.000;19.500;0.0518
-29.750;19.500;0.0713
-29.500;19.500;0.0812
-29.250;19.500;0.0843
-29.000;19.500;0.0835
-28.750;19.500;0.0778
-28.500;19.500;0.0694
-28.250;19.500;0.0641
-28.000;19.500;0.0604
-27.750;19.500;0.0578
-27.500;19.500;0.0476
-27.250;19.500;0.0303
-27.000;19.500;0.0267
-26.750;19.500;0.0234
-26.500;19.500;0.0222
-26.250;19.500;0.0244
-26.000;19.500;0.0270
-25.750;19.500;0.0289
-25.500;19.500;0.0289
-25.250;19.500;0.0288
-25.000;19.500;0.0290
-24.750;19.500;0.0298
-24.500;19.500;0.0299
-24.250;19.500;0.0303
-24.000;19.500;0.0308
-23.750;19.500;0.0226
-23.500;19.500;0.0199
-23.250;19.500;0.0201
-23.000;19.500;0.0206
-22.750;19.500;0.0226
-22.500;19.500;0.0245
-22.250;19.500;0.0263
-22.000;19.500;0.0688
-21.750;19.500;0.0160
-21.500;19.500;0.0109
-21.250;19.500;0.0105
-21.000;19.500;0.0088
-35.000;19.750;0.0479
-34.750;19.750;0.0723
-34.500;19.750;0.1069
-34.250;19.750;0.1161
-34.000;19.750;0.1263
-33.750;19.750;0.1272
-33.500;19.750;0.1255
-33.250;19.750;0.1220
-33.000;19.750;0.1178
-32.750;19.750;0.1168
-32.500;19.750;0.1112
-32.250;19.750;0.1040
-32.000;19.750;0.0906
-31.750;19.750;0.0619
-31.500;19.750;0.0369
-31.250;19.750;0.0349
-31.000;19.750;0.0366
-30.750;19.750;0.0390
-30.500;19.750;0.0431
-30.250;19.750;0.0468
-30.000;19.750;0.0615
-29.750;19.750;0.0761
-29.500;19.750;0.0836
-29.250;19.750;0.0834
-29.000;19.750;0.0821
-28.750;19.750;0.0783
-28.500;19.750;0.0682
-28.250;19.750;0.0663
-28.000;19.750;0.0618
-27.750;19.750;0.0619
-27.500;19.750;0.0491
-27.250;19.750;0.0345
-27.000;19.750;0.0265
-26.750;19.750;0.0244
-26.500;19.750;0.0235
-26.250;19.750;0.0253
-26.000;19.750;0.0267
-25.750;19.750;0.0276
-25.500;19.750;0.0278
-25.250;19.750;0.0280
-25.000;19.750;0.0295
-24.750;19.750;0.0299
-24.500;19.750;0.0297
-24.250;19.750;0.0295
-24.000;19.750;0.0291
-23.750;19.750;0.0248
-23.500;19.750;0.0200
-23.250;19.750;0.0201
-23.000;19.750;0.0186
-22.750;19.750;0.0194
-22.500;19.750;0.0267
-22.250;19.750;0.0321
-22.000;19.750;0.0288
-21.750;19.750;0.0216
-21.500;19.750;0.0141
-21.250;19.750;0.0107
-21.000;19.750;0.0094
-35.000;20.000;0.0363
-34.750;20.000;0.0430
-34.500;20.000;0.0713
-34.250;20.000;0.1082
-34.000;20.000;0.1194
-33.750;20.000;0.1197
-33.500;20.000;0.1186
-33.250;20.000;0.1177
-33.000;20.000;0.1174
-32.750;20.000;0.1165
-32.500;20.000;0.1126
-32.250;20.000;0.1095
-32.000;20.000;0.0948
-31.750;20.000;0.0732
-31.500;20.000;0.0483
-31.250;20.000;0.0354
-31.000;20.000;0.0353
-30.750;20.000;0.0392
-30.500;20.000;0.0426
-30.250;20.000;0.0490
-30.000;20.000;0.0602
-29.750;20.000;0.0783
-29.500;20.000;0.0814
-29.250;20.000;0.0808
-29.000;20.000;0.0796
-28.750;20.000;0.0765
-28.500;20.000;0.0722
-28.250;20.000;0.0670
-28.000;20.000;0.0643
-27.750;20.000;0.0650
-27.500;20.000;0.0633
-27.250;20.000;0.0389
-27.000;20.000;0.0293
-26.750;20.000;0.0257
-26.500;20.000;0.0246
-26.250;20.000;0.0262
-26.000;20.000;0.0266
-25.750;20.000;0.0272
-25.500;20.000;0.0274
-25.250;20.000;0.0280
-25.000;20.000;0.0294
-24.750;20.000;0.0302
-24.500;20.000;0.0300
-24.250;20.000;0.0295
-24.000;20.000;0.0290
-23.750;20.000;0.0248
-23.500;20.000;0.0186
-23.250;20.000;0.0188
-23.000;20.000;0.0184
-22.750;20.000;0.0202
-22.500;20.000;0.0257
-22.250;20.000;0.0345
-22.000;20.000;0.0346
-21.750;20.000;0.0330
-21.500;20.000;0.0128
-21.250;20.000;0.0106
-21.000;20.000;0.0095
-35.000;20.250;0.0384
-34.750;20.250;0.0384
-34.500;20.250;0.0746
-34.250;20.250;0.1095
-34.000;20.250;0.1175
-33.750;20.250;0.1175
-33.500;20.250;0.1175
-33.250;20.250;0.1176
-33.000;20.250;0.1174
-32.750;20.250;0.1156
-32.500;20.250;0.1184
-32.250;20.250;0.1136
-32.000;20.250;0.0797
-31.750;20.250;0.0776
-31.500;20.250;0.0412
-31.250;20.250;0.0359
-31.000;20.250;0.0367
-30.750;20.250;0.0398
-30.500;20.250;0.0469
-30.250;20.250;0.0519
-30.000;20.250;0.0740
-29.750;20.250;0.0817
-29.500;20.250;0.0828
-29.250;20.250;0.0808
-29.000;20.250;0.0769
-28.750;20.250;0.0752
-28.500;20.250;0.0727
-28.250;20.250;0.0677
-28.000;20.250;0.0640
-27.750;20.250;0.0663
-27.500;20.250;0.0583
-27.250;20.250;0.0391
-27.000;20.250;0.0280
-26.750;20.250;0.0263
-26.500;20.250;0.0249
-26.250;20.250;0.0262
-26.000;20.250;0.0270
-25.750;20.250;0.0274
-25.500;20.250;0.0272
-25.250;20.250;0.0274
-25.000;20.250;0.0295
-24.750;20.250;0.0301
-24.500;20.250;0.0298
-24.250;20.250;0.0293
-24.000;20.250;0.0280
-23.750;20.250;0.0232
-23.500;20.250;0.0158
-23.250;20.250;0.0158
-23.000;20.250;0.0161
-22.750;20.250;0.0163
-22.500;20.250;0.0188
-22.250;20.250;0.0207
-22.000;20.250;0.0208
-21.750;20.250;0.0189
-21.500;20.250;0.0135
-21.250;20.250;0.0109
-21.000;20.250;0.0102
-35.000;20.500;0.0363
-34.750;20.500;0.0363
-34.500;20.500;0.0463
-34.250;20.500;0.0957
-34.000;20.500;0.1289
-33.750;20.500;0.1189
-33.500;20.500;0.1200
-33.250;20.500;0.1194
-33.000;20.500;0.1242
-32.750;20.500;0.1326
-32.500;20.500;0.1265
-32.250;20.500;0.0922
-32.000;20.500;0.0794
-31.750;20.500;0.0749
-31.500;20.500;0.0532
-31.250;20.500;0.0357
-31.000;20.500;0.0367
-30.750;20.500;0.0406
-30.500;20.500;0.0439
-30.250;20.500;0.0511
-30.000;20.500;0.0651
-29.750;20.500;0.0821
-29.500;20.500;0.0851
-29.250;20.500;0.0826
-29.000;20.500;0.0790
-28.750;20.500;0.0754
-28.500;20.500;0.0754
-28.250;20.500;0.0690
-28.000;20.500;0.0659
-27.750;20.500;0.0699
-27.500;20.500;0.0625
-27.250;20.500;0.0379
-27.000;20.500;0.0294
-26.750;20.500;0.0263
-26.500;20.500;0.0249
-26.250;20.500;0.0251
-26.000;20.500;0.0269
-25.750;20.500;0.0276
-25.500;20.500;0.0273
-25.250;20.500;0.0270
-25.000;20.500;0.0278
-24.750;20.500;0.0297
-24.500;20.500;0.0299
-24.250;20.500;0.0294
-24.000;20.500;0.0284
-23.750;20.500;0.0207
-23.500;20.500;0.0180
-23.250;20.500;0.0157
-23.000;20.500;0.0162
-22.750;20.500;0.0172
-22.500;20.500;0.0184
-22.250;20.500;0.0191
-22.000;20.500;0.0182
-21.750;20.500;0.0151
-21.500;20.500;0.0131
-21.250;20.500;0.0108
-21.000;20.500;0.0097
-35.000;20.750;0.0310
-34.750;20.750;0.0362
-34.500;20.750;0.0483
-34.250;20.750;0.0762
-34.000;20.750;0.1123
-33.750;20.750;0.1259
-33.500;20.750;0.1354
-33.250;20.750;0.1353
-33.000;20.750;0.1407
-32.750;20.750;0.1269
-32.500;20.750;0.0965
-32.250;20.750;0.0893
-32.000;20.750;0.0792
-31.750;20.750;0.0741
-31.500;20.750;0.0404
-31.250;20.750;0.0355
-31.000;20.750;0.0385
-30.750;20.750;0.0405
-30.500;20.750;0.0444
-30.250;20.750;0.0496
-30.000;20.750;0.0688
-29.750;20.750;0.0797
-29.500;20.750;0.0836
-29.250;20.750;0.0832
-29.000;20.750;0.0770
-28.750;20.750;0.0741
-28.500;20.750;0.0737
-28.250;20.750;0.0689
-28.000;20.750;0.0690
-27.750;20.750;0.0702
-27.500;20.750;0.0521
-27.250;20.750;0.0364
-27.000;20.750;0.0275
-26.750;20.750;0.0259
-26.500;20.750;0.0238
-26.250;20.750;0.0239
-26.000;20.750;0.0272
-25.750;20.750;0.0277
-25.500;20.750;0.0273
-25.250;20.750;0.0272
-25.000;20.750;0.0279
-24.750;20.750;0.0291
-24.500;20.750;0.0297
-24.250;20.750;0.0290
-24.000;20.750;0.0247
-23.750;20.750;0.0195
-23.500;20.750;0.0155
-23.250;20.750;0.0141
-23.000;20.750;0.0143
-22.750;20.750;0.0149
-22.500;20.750;0.0157
-22.250;20.750;0.0160
-22.000;20.750;0.0148
-21.750;20.750;0.0111
-21.500;20.750;0.0109
-21.250;20.750;0.0106
-21.000;20.750;0.0097
-35.000;21.000;0.0290
-34.750;21.000;0.0357
-34.500;21.000;0.0404
-34.250;21.000;0.0571
-34.000;21.000;0.0878
-33.750;21.000;0.1039
-33.500;21.000;0.1075
-33.250;21.000;0.1114
-33.000;21.000;0.1085
-32.750;21.000;0.1002
-32.500;21.000;0.0942
-32.250;21.000;0.0919
-32.000;21.000;0.0872
-31.750;21.000;0.0718
-31.500;21.000;0.0436
-31.250;21.000;0.0355
-31.000;21.000;0.0371
-30.750;21.000;0.0402
-30.500;21.000;0.0423
-30.250;21.000;0.0477
-30.000;21.000;0.0564
-29.750;21.000;0.0765
-29.500;21.000;0.0813
-29.250;21.000;0.0799
-29.000;21.000;0.0779
-28.750;21.000;0.0717
-28.500;21.000;0.0701
-28.250;21.000;0.0683
-28.000;21.000;0.0707
-27.750;21.000;0.0701
-27.500;21.000;0.0552
-27.250;21.000;0.0324
-27.000;21.000;0.0281
-26.750;21.000;0.0254
-26.500;21.000;0.0242
-26.250;21.000;0.0232
-26.000;21.000;0.0249
-25.750;21.000;0.0275
-25.500;21.000;0.0279
-25.250;21.000;0.0280
-25.000;21.000;0.0280
-24.750;21.000;0.0288
-24.500;21.000;0.0295
-24.250;21.000;0.0276
-24.000;21.000;0.0226
-23.750;21.000;0.0189
-23.500;21.000;0.0174
-23.250;21.000;0.0157
-23.000;21.000;0.0162
-22.750;21.000;0.0172
-22.500;21.000;0.0183
-22.250;21.000;0.0189
-22.000;21.000;0.0178
-21.750;21.000;0.0145
-21.500;21.000;0.0133
-21.250;21.000;0.0108
-21.000;21.000;0.0097
-35.000;21.250;0.0291
-34.750;21.250;0.0358
-34.500;21.250;0.0409
-34.250;21.250;0.0495
-34.000;21.250;0.0911
-33.750;21.250;0.1009
-33.500;21.250;0.1035
-33.250;21.250;0.1048
-33.000;21.250;0.1019
-32.750;21.250;0.0968
-32.500;21.250;0.0934
-32.250;21.250;0.0918
-32.000;21.250;0.0832
-31.750;21.250;0.0654
-31.500;21.250;0.0366
-31.250;21.250;0.0355
-31.000;21.250;0.0378
-30.750;21.250;0.0403
-30.500;21.250;0.0446
-30.250;21.250;0.0468
-30.000;21.250;0.0575
-29.750;21.250;0.0710
-29.500;21.250;0.0816
-29.250;21.250;0.0793
-29.000;21.250;0.0752
-28.750;21.250;0.0713
-28.500;21.250;0.0681
-28.250;21.250;0.0696
-28.000;21.250;0.0713
-27.750;21.250;0.0657
-27.500;21.250;0.0388
-27.250;21.250;0.0303
-27.000;21.250;0.0268
-26.750;21.250;0.0254
-26.500;21.250;0.0240
-26.250;21.250;0.0236
-26.000;21.250;0.0251
-25.750;21.250;0.0265
-25.500;21.250;0.0281
-25.250;21.250;0.0284
-25.000;21.250;0.0287
-24.750;21.250;0.0287
-24.500;21.250;0.0274
-24.250;21.250;0.0240
-24.000;21.250;0.0196
-23.750;21.250;0.0182
-23.500;21.250;0.0154
-23.250;21.250;0.0141
-23.000;21.250;0.0142
-22.750;21.250;0.0147
-22.500;21.250;0.0154
-22.250;21.250;0.0157
-22.000;21.250;0.0144
-21.750;21.250;0.0110
-21.500;21.250;0.0109
-21.250;21.250;0.0105
-21.000;21.250;0.0096
-35.000;21.500;0.0271
-34.750;21.500;0.0344
-34.500;21.500;0.0391
-34.250;21.500;0.0423
-34.000;21.500;0.0539
-33.750;21.500;0.0940
-33.500;21.500;0.0983
-33.250;21.500;0.0989
-33.000;21.500;0.0987
-32.750;21.500;0.0966
-32.500;21.500;0.0940
-32.250;21.500;0.0897
-32.000;21.500;0.0775
-31.750;21.500;0.0460
-31.500;21.500;0.0375
-31.250;21.500;0.0352
-31.000;21.500;0.0357
-30.750;21.500;0.0391
-30.500;21.500;0.0420
-30.250;21.500;0.0472
-30.000;21.500;0.0490
-29.750;21.500;0.0596
-29.500;21.500;0.0721
-29.250;21.500;0.0838
-29.000;21.500;0.0806
-28.750;21.500;0.0744
-28.500;21.500;0.0693
-28.250;21.500;0.0664
-28.000;21.500;0.0664
-27.750;21.500;0.0483
-27.500;21.500;0.0347
-27.250;21.500;0.0287
-27.000;21.500;0.0276
-26.750;21.500;0.0259
-26.500;21.500;0.0250
-26.250;21.500;0.0247
-26.000;21.500;0.0252
-25.750;21.500;0.0267
-25.500;21.500;0.0276
-25.250;21.500;0.0284
-25.000;21.500;0.0284
-24.750;21.500;0.0275
-24.500;21.500;0.0256
-24.250;21.500;0.0223
-24.000;21.500;0.0206
-23.750;21.500;0.0190
-23.500;21.500;0.0174
-23.250;21.500;0.0146
-23.000;21.500;0.0143
-22.750;21.500;0.0141
-22.500;21.500;0.0139
-22.250;21.500;0.0132
-22.000;21.500;0.0113
-21.750;21.500;0.0109
-21.500;21.500;0.0108
-21.250;21.500;0.0104
-21.000;21.500;0.0090
-35.000;21.750;0.0292
-34.750;21.750;0.0325
-34.500;21.750;0.0391
-34.250;21.750;0.0403
-34.000;21.750;0.0508
-33.750;21.750;0.0788
-33.500;21.750;0.0953
-33.250;21.750;0.0972
-33.000;21.750;0.0981
-32.750;21.750;0.0970
-32.500;21.750;0.0924
-32.250;21.750;0.0843
-32.000;21.750;0.0484
-31.750;21.750;0.0404
-31.500;21.750;0.0365
-31.250;21.750;0.0355
-31.000;21.750;0.0361
-30.750;21.750;0.0380
-30.500;21.750;0.0431
-30.250;21.750;0.0471
-30.000;21.750;0.0489
-29.750;21.750;0.0523
-29.500;21.750;0.0676
-29.250;21.750;0.0765
-29.000;21.750;0.0838
-28.750;21.750;0.0754
-28.500;21.750;0.0633
-28.250;21.750;0.0593
-28.000;21.750;0.0484
-27.750;21.750;0.0374
-27.500;21.750;0.0297
-27.250;21.750;0.0286
-27.000;21.750;0.0275
-26.750;21.750;0.0265
-26.500;21.750;0.0256
-26.250;21.750;0.0258
-26.000;21.750;0.0270
-25.750;21.750;0.0284
-25.500;21.750;0.0299
-25.250;21.750;0.0305
-25.000;21.750;0.0305
-24.750;21.750;0.0289
-24.500;21.750;0.0256
-24.250;21.750;0.0235
-24.000;21.750;0.0206
-23.750;21.750;0.0193
-23.500;21.750;0.0172
-23.250;21.750;0.0156
-23.000;21.750;0.0155
-22.750;21.750;0.0154
-22.500;21.750;0.0127
-22.250;21.750;0.0114
-22.000;21.750;0.0110
-21.750;21.750;0.0109
-21.500;21.750;0.0106
-21.250;21.750;0.0100
-21.000;21.750;0.0091
-35.000;22.000;0.0265
-34.750;22.000;0.0302
-34.500;22.000;0.0331
-34.250;22.000;0.0378
-34.000;22.000;0.0391
-33.750;22.000;0.0449
-33.500;22.000;0.0512
-33.250;22.000;0.0699
-33.000;22.000;0.0806
-32.750;22.000;0.0815
-32.500;22.000;0.0704
-32.250;22.000;0.0481
-32.000;22.000;0.0407
-31.750;22.000;0.0389
-31.500;22.000;0.0380
-31.250;22.000;0.0367
-31.000;22.000;0.0368
-30.750;22.000;0.0372
-30.500;22.000;0.0387
-30.250;22.000;0.0442
-30.000;22.000;0.0468
-29.750;22.000;0.0473
-29.500;22.000;0.0479
-29.250;22.000;0.0497
-29.000;22.000;0.0510
-28.750;22.000;0.0486
-28.500;22.000;0.0461
-28.250;22.000;0.0396
-28.000;22.000;0.0369
-27.750;22.000;0.0326
-27.500;22.000;0.0306
-27.250;22.000;0.0296
-27.000;22.000;0.0290
-26.750;22.000;0.0279
-26.500;22.000;0.0275
-26.250;22.000;0.0283
-26.000;22.000;0.0295
-25.750;22.000;0.0329
-25.500;22.000;0.0360
-25.250;22.000;0.0404
-25.000;22.000;0.0422
-24.750;22.000;0.0372
-24.500;22.000;0.0312
-24.250;22.000;0.0267
-24.000;22.000;0.0237
-23.750;22.000;0.0202
-23.500;22.000;0.0175
-23.250;22.000;0.0175
-23.000;22.000;0.0176
-22.750;22.000;0.0186
-22.500;22.000;0.0209
-22.250;22.000;0.0290
-22.000;22.000;0.0349
-21.750;22.000;0.0284
-21.500;22.000;0.0177
-21.250;22.000;0.0108
-21.000;22.000;0.0099
-35.000;22.250;0.0275
-34.750;22.250;0.0293
-34.500;22.250;0.0320
-34.250;22.250;0.0350
-34.000;22.250;0.0379
-33.750;22.250;0.0394
-33.500;22.250;0.0426
-33.250;22.250;0.0462
-33.000;22.250;0.0559
-32.750;22.250;0.0543
